name,latitude,longitude,road_type
EVR Periyar Salai Flyover Ramp,13.076439277321889,80.1983978400137,primary_link
Jawaharlal Nehru Road (100 Feet Road),13.075669900000001,80.19905854999999,primary
Jawaharlal Nehru Road (100 Feet Road),13.050130000000001,80.21189135,tertiary
NSK Salai,13.04996695,80.21203535,primary
10th Avenue,13.034667810889028,80.21342505168555,tertiary
Inner Ring Road,13.03506985,80.21055390000001,primary
"1st Street, Balaji Nagar",13.02232275,80.2058786,residential
Inner Ring Road,13.022603202139917,80.2063872871488,primary
Inner Ring Road,13.020717234895978,80.20628481976145,primary
Pillaiyar Koil 1st Street,13.01992785970584,80.2059728982753,residential
Inner Ring Road,13.0191831,80.20613065,primary
Aovaiyaar Street,13.01906685,80.2058102,residential
Mount - Poonamallee - Avadi Road,13.0360685,80.1535722,primary
Mount Poonamallee Highway,13.0344488,80.15738195,tertiary
Mount - Poonamallee - Avadi Road,13.0146512,80.19315915,primary
Srikrishna Colony,13.015510987184257,80.19311475016083,residential
Eldams Road,13.038063449999997,80.2567191,secondary
Eldams Road,13.03817355122668,80.25570725139377,secondary
Mowbrays Road,13.038460647119795,80.25689742556766,secondary
Anna Salai (Mount Road),13.038823325499795,80.24691915853512,primary
TTK Road,13.0288227,80.2497942,secondary
Adyar Gate Club Road,13.028317715366756,80.24939328269593,tertiary
TTK 1st Cross,13.0325148,80.2520743,tertiary
T T Krishnamachari Road,13.032517850000001,80.25254525,secondary
TTK Road,13.044175047845588,80.25974181677347,secondary
"['Bishop Wallers Avenue West', 'Bishop Wallers Avenue North']",13.044294606143595,80.26038965995042,residential
Maharani Chinamma Road,13.039133350662798,80.25244309557287,residential
Maharaja Surya Road,13.039461025378543,80.25354085957962,residential
TTK Road,13.0388757,80.25719335,secondary
Maharaja Surya Road,13.038873108120686,80.25708562554684,residential
Eldams Road,13.03869615,80.25204289999999,secondary
Eldams Road,13.03861375,80.25259754999999,secondary
H.D. Raja Street,13.038138958013826,80.25212357134848,residential
Maharani Chinamma Road,13.039133350662798,80.25244309557287,residential
Poes Main Road,13.040243799999999,80.2504412,residential
1st Street,13.040142998994437,80.25114821399286,residential
Poes Main Road,13.039843326129208,80.25041650262337,residential
Raja Krishna Road,13.0398158,80.25178305,residential
1st Street,13.040142998994437,80.25114821399286,residential
Poes Road,13.040439223179431,80.25197548065083,residential
Varadarajapuram Main Road,13.04149495,80.2521984,residential
Poes Road,13.041688149999999,80.2519567,residential
Poes Road,13.041149648471494,80.25197920490605,residential
3rd Street,13.041458100421512,80.25147813512432,residential
Maharaja Surya Road,13.03926975,80.25481644999999,residential
2nd Street,13.039726,80.25463644999999,residential
Maharaja Surya Road,13.039461025378543,80.25354085957962,residential
Poes Main Road,13.0392859,80.25033529999999,residential
Eldams Road,13.039007112049056,80.24995386634586,secondary
Raja Krishna Road,13.0391267,80.2516408,residential
Eldams Road,13.03875855,80.25164325,secondary
Eldams Road,13.038777549999999,80.2514723,secondary
Sriman Srinivasan Road,13.041114300000002,80.25504169999999,residential
2nd Street,13.040643,80.25478465,residential
Varadarajapuram Main Road,13.041425560519672,80.25397358125467,residential
Ambujammal Street,13.04022245,80.2570497,residential
TTK Road,13.04047271220144,80.25815223602746,secondary
Poes Main Road,13.040243799999999,80.2504412,residential
Poes Main Road,13.0405791,80.2504357,residential
Elango Salai,13.04040219214244,80.24995881821187,residential
Jayammal Road,13.04042753672476,80.24816121226685,residential
Anna Salai (Mount Road),13.03997863248255,80.24715437285268,primary
Raja Krishna Road,13.0391267,80.2516408,residential
Raja Krishna Road,13.0398158,80.25178305,residential
Venkatarathinam Street,13.03954905,80.2510495,residential
2nd Street,13.04077285,80.25120835,residential
Poes Main Road,13.0405791,80.2504357,residential
"['MA Garden', 'Poes Main Road']",13.041110029503983,80.25026777647416,residential
2nd Street,13.04077285,80.25120835,residential
Poes Road,13.041149648471494,80.25197920490605,residential
Poes Road,13.040439223179431,80.25197548065083,residential
Thiruvalluvar Salai,13.03800215,80.25125875000002,tertiary
Eldams Road,13.038839849999999,80.25100485,secondary
Eldams Road,13.038777549999999,80.2514723,secondary
CV Raman Road,13.034829258473518,80.2574400503609,tertiary
CP Ramaswamy Road,13.034492595816987,80.25703351088997,secondary
CV Raman Road,13.03505155,80.2546549,secondary
Kavingar Barathidasan Road,13.0351078,80.25398670000001,secondary
Rangoon Street,13.0356141,80.245774,residential
Anna Salai (Mount Road),13.036355656128556,80.24615583920976,primary
Seethammal Road,13.03674537175596,80.25353945644525,residential
"['Seethammal Road', 'T T Krishnamachari Road']",13.037016151614278,80.2553381362303,"['residential', 'secondary']"
Greenways Road,13.018648599999999,80.25966735,tertiary
Greenways Road,13.018667149999999,80.26037529999999,tertiary
Kamarajar Salai,13.019417288755491,80.25978901273577,tertiary
Kamarajar Salai,13.0228497,80.25899390000001,tertiary
Kamarajar Salai,13.0219752,80.25932259999999,tertiary
Park View Street,13.022241399999999,80.2587977,residential
Srinivasa Road,13.02227435,80.2595372,tertiary
RA Puram 1st Main Road,13.02808585,80.25512035,residential
RA Puram 1st Main Road,13.028000250000002,80.25714185,residential
CP Ramaswamy Road,13.027560218812349,80.25645121517583,secondary
Abhiramapuram 3rd Street,13.03149735,80.2572309,residential
CP Ramaswamy Road,13.03121055,80.2566818,secondary
Abhiramapuram 3rd Street,13.031581194416413,80.25590503152688,residential
Rajasekaran Street,13.0445285,80.27197145,residential
Dr Radhakrishnan Salai,13.043818850000003,80.27255109999999,primary
Dr Radhakrishnan Salai,13.043320053907172,80.27540265310105,primary
Kalaingar Karunanidhi Salai,12.8976292,80.24743975,primary
East Coast Road,12.89740025,80.2474253,primary
Shyamala Garden,12.90093250468665,80.25097040069357,residential
East Coast Road,12.900350522648802,80.24834796447824,primary
Bharathi Avenue,12.9099316,80.25061195,residential
East Coast Road,12.909110519116485,80.24996525454554,primary
East Coast Road,12.913192101590107,80.25027939624057,primary
Dr Nanjunda Rao Road,12.919685709052342,80.2514925341495,residential
East Coast Road,12.919376409425587,80.25102008463956,primary
Dr Nanjunda Rao Road,12.919741809848682,80.25110705347986,residential
Anna Salai,12.96164785,80.2562471,residential
East Coast Road,12.962068638998366,80.25628805458847,primary
Vembuli amman kovil street,12.961746885265558,80.25551923186748,residential
Burial Ground Road,12.966677950000001,80.257331,residential
East Coast Road,12.966460349492133,80.25697030284,primary
Sengaeni Amman Koil St,12.868744649999998,80.2427989,residential
East Coast Road,12.869082735672983,80.24349477583478,primary
East Coast Road,12.924005048973468,80.25117876335007,primary
VOC street,12.920593879989735,80.25205069602993,residential
East Coast Road,12.920259870762472,80.25132824324488,primary
Dr. Seshadhri Avenue,12.907940607193853,80.25190600670543,residential
East Coast Road,12.90687249819944,80.24955380806152,primary
East Coast Road,12.9052268,80.24920359999999,primary
Rajiv Avenue,12.90519999226202,80.25197364910102,residential
East Coast Road,12.904011930549299,80.24902098957529,primary
RBI Subway,13.085216345509142,80.28931513027726,primary
Santhome High Road,13.03650907721003,80.27803683327387,primary
Rosary Church Road,13.03353269159252,80.27690251582696,secondary
Santhome High Road,13.032935677535347,80.27748848335774,primary
Santhome High Road,13.034379346687153,80.27753811679064,primary
Santhome High Road,13.0319447,80.27755844999999,primary
Santhome High Road,13.03222361239226,80.27752840989191,primary
Lein Perira Street,13.03015605,80.27713130000001,residential
Santhome High Road,13.03013065,80.27684454999999,primary
Santhome High Road,13.0303398,80.27692625,primary
Santhome High Road,13.029588900000002,80.27668335,primary
Santhome High Road,13.029857550000001,80.27675970000001,primary
Santhome High Road,13.029076100000001,80.27652495,primary
Madha Church Road,13.028556146936515,80.27672225623292,residential
Madha Church Road,13.028704876590147,80.2761448507052,tertiary
Santhome High Road,13.028157890275502,80.27624681977906,primary
South Leith Castle Street,13.02639955,80.276235,residential
Santhome High Road,13.026273634164468,80.27539275832632,primary
Saint Lazarus Church Road,13.0258675,80.27514535,residential
"['Palina Street', 'Saint Lazarus Church Road']",13.025703041609086,80.27553694205176,residential
Santhome High Road,13.025279970947603,80.2749411267237,primary
Santhome High Road,13.0240021,80.27393295,primary
South Canal Bank Road,13.0240507,80.2739221,tertiary
Loop Road,13.023893788861994,80.27423285838675,tertiary
DGS Dhinakaran Road,13.01862562327175,80.26633340567994,primary
Inner Ring Road,13.032003336158663,80.21098653130997,primary
Jawaharlal Nehru Road (100 Feet Road),13.06946872861059,80.20534785633022,primary
Jawaharlal Nehru Road (100 Feet Road),13.072453078375556,80.20177512490206,primary
Sardar Patel Road,13.008550715529058,80.23183858066908,primary
West Canal Bank Road,13.008446395902068,80.24770696300321,residential
Sardar Patel Road,13.00676813841321,80.2480007801154,primary
Rajiv Gandhi IT Expressway,12.987847200000001,80.25132265000002,primary
Wheatcrofts Road,13.06474995,80.2433608,residential
McNichols Road,13.065265400076523,80.24353534487412,primary
McNichols Road,13.0639733,80.24351605,primary
Valluvar Kottam High Road,13.061311949999999,80.2431393,secondary
New Street,13.06121695,80.24349915,residential
Valluvar Kottam High Road,13.0597607,80.242584,secondary
Noor Veeraswamy Street,13.059420929431163,80.24302921602586,residential
Krishna Street,13.0576966,80.2421135,residential
Krishna Street,13.057844750000001,80.2427882,residential
Valluvar Kottam High Road,13.0582105,80.24268860000001,secondary
2nd Cross Street,13.0401941,80.25429205,residential
2nd Street,13.039726,80.25463644999999,residential
2nd Street,13.040643,80.25478465,residential
2nd Cross Street,13.04026575,80.25366735,residential
Maharaja Surya Road,13.0390022,80.2564683,residential
Sheshadri Road,13.039423150000003,80.25598645,residential
Maharaja Surya Road,13.039167200000003,80.25549964999999,residential
Kasturi Rangan Lane,13.0421475,80.25706220000001,residential
Kasturi Rangan Road,13.04272465,80.2564284,residential
Kasturi Estate 1st Street,13.0423143579121,80.25533332380083,residential
Kasturi Rangan Road,13.041599298189132,80.25632311471169,residential
Kasturi Rangan Road,13.0432655,80.25616425000001,residential
Kasturi Rangan Road,13.04272465,80.2564284,residential
JJ Road,13.04319083613117,80.25737004892792,residential
Kasturi Rangan Road,13.043891283155148,80.25642131951575,residential
Sriman Srinivasan Road,13.041075249999999,80.25547205000001,residential
Sriman Srinivasan Road,13.0410843,80.25529795,residential
1st Street,13.040156750000001,80.2552209,residential
1st Street,13.040156750000001,80.2552209,residential
Maharaja Surya Road,13.03926975,80.25481644999999,residential
Maharaja Surya Road,13.039167200000003,80.25549964999999,residential
Sheshadri Road,13.04005355,80.25609134999999,residential
Sheshadri Road,13.039423150000003,80.25598645,residential
Bashyam Basheer Ahmed Street,13.0396115,80.25683665,residential
Bashyam Basheer Ahmed Street,13.0396115,80.25683665,residential
TTK Road,13.039780400000001,80.257795,secondary
Sheshadri Road,13.040685100000001,80.25619645,residential
Sheshadri Road,13.04005355,80.25609134999999,residential
Ambujammal Street,13.04022245,80.2570497,residential
Venkatarathinam Street,13.03954905,80.2510495,residential
Poes Main Road,13.0392859,80.25033529999999,residential
Poes Main Road,13.039843326129208,80.25041650262337,residential
Kavingar Bharathidasan Road,13.035325199999999,80.25029225,secondary
Kavingar Bharathidasan Road,13.0352872,80.25109560000001,secondary
Thiruvalluvar Salai,13.03501955,80.2507357,tertiary
Thiruvalluvar Salai,13.035659991478536,80.25084206145958,tertiary
Piliyar Koil Street,13.039275750000002,80.24942985000001,residential
Eldams Road,13.0390968,80.24924630000001,secondary
Nattumuthu Street,13.0394822,80.24932369999999,residential
Piliyar Koil Street,13.039275750000002,80.24942985000001,residential
Piliyar Koil Street,13.039935512311,80.24947236323254,residential
Jayammal Road,13.040397500000003,80.24927405,residential
Elango Salai,13.04040219214244,80.24995881821187,residential
Piliyar Koil Street,13.039935512311,80.24947236323254,residential
Eldams Road,13.03942635,80.2472817,secondary
Nattumuthu Street,13.03953988308118,80.2483008190184,residential
Beerkaran Street,13.0496154,80.25277045,residential
Cathedral Road,13.050809454878353,80.25216983574234,primary
Bishop Wallers East Av,13.044071448871762,80.26138765500994,residential
Sivaswamy Salai,13.0446296,80.26356485,tertiary
"['P. S. Sivasamy Street', 'Radhakrishnan Salai 6th Street']",13.045274300230954,80.26398267094571,residential
Dr Radhakrishnan Salai,13.044656377895498,80.26429111501317,primary
Cathedral Road,13.046248850000001,80.25603015,primary
Kasturi Rangan Road,13.04614495,80.2564711,residential
Kasturi Rangan Road,13.04531022680003,80.25636066663333,residential
Wallace Garden 2nd Street,13.0607123,80.24801740000001,residential
Jagannathan Road,13.06184895,80.2454406,residential
"['Uttamar Gandhi Salai (Nungambakkam High Road)', 'Uttamar Gandhi Salai']",13.061732770295094,80.24629520686076,primary
Haddows Road,13.067796870313474,80.24786889974652,primary
College Road,13.067650232981421,80.249820808322,secondary
Subba Rao Avenue,13.066553006363675,80.24443501657173,residential
College Road,13.067106172071979,80.24616818307426,primary
College Road,13.06733505,80.25204335000001,secondary
Anderson Road,13.0630557,80.25438645,residential
Greams Road,13.062640325469118,80.25441887389496,tertiary
Greams Road,13.06131235,80.25451165,tertiary
Greams Lane,13.0616077,80.25450144999999,residential
Sardar Patel Road,13.006773200000001,80.24751015,primary
Rajiv Gandhi Salai,13.0067105028403,80.24739972827722,primary
Kasturibai Nagar 3rd Cross Street,13.006725449999998,80.25164345,tertiary
Sardar Patel Road,13.006674249397403,80.25211718724479,primary
2nd Cross Street,13.0066597,80.2544157,residential
Sardar Patel Road,13.006625084504405,80.25511843340465,primary
Sardar Patel Road,13.0067089,80.25738575,primary
Durgabai Deshmukh Road,13.008753877014604,80.25902551973373,primary
Greenways Road,13.018704199999998,80.2611679,tertiary
Durgabai Deshmukh Road,13.018819103803354,80.2613825954394,primary
1st Link Street,13.039422622132808,80.26020570312849,residential
Musiri Subramanium Road,13.039105493922893,80.26080760666157,secondary
Musiri Subramanium Road,13.039764311277896,80.26397564500182,secondary
Karpagambal Nagar Road,13.040523205285012,80.2646118691394,secondary
Veeraperumal Koil Street,13.039978119737452,80.26478976861013,residential
Musiri Subramanium Road,13.0376225,80.2643793,secondary
Luz Church Road,13.037599549999998,80.26433825000001,secondary
Luz Church Road,13.0382939,80.25949075,secondary
Luz 1st Street,13.0380601,80.26056879999999,residential
Luz Church Road,13.037942950000001,80.26022309999999,secondary
d'Silva Road,13.037313102045445,80.26035494805407,tertiary
Luz Church Road,13.03762125,80.2640465,secondary
Luz Church Road,13.03762695,80.26421024999999,secondary
Luz Church Lane,13.037873443997965,80.26368063565036,residential
"['Kutchery Road', 'Sullivan Garden Road']",13.03684548078827,80.26776421194425,secondary
Kutchery Road,13.035317588550507,80.27038437132202,secondary
Kutchery Road,13.03577096176977,80.26975843248084,secondary
Mathala Narayanan Street,13.03463325,80.27147015,residential
Kutchery Road,13.03490601382165,80.27108697198224,secondary
Durgabai Deshmukh Road,13.019339189470985,80.26184254659152,primary
RK Mutt Road,13.02052165,80.2627562,secondary
Kuttigramani Street,13.020423048758072,80.26214177730945,residential
Broadie's Castle Road,13.020324424025732,80.26285330985625,primary
Thiruvengadam Street,13.0241928,80.26413615,residential
RK Mutt Road,13.024516401473086,80.26469081157487,secondary
Venkatakrishna Iyer Road,13.026325144619426,80.26559752608595,secondary
RK Mutt Road,13.026050908919661,80.26585255517752,secondary
RK Mutt Road,13.0291534,80.2665297,secondary
Mandaveli Road,13.029218400000001,80.2665238,tertiary
Mandaveli Road,13.02923775,80.2667041,tertiary
Vedanta Desikar Street,13.03511395,80.26877429999999,residential
Ramkrishna Mutt Road,13.034904606756415,80.26802349012574,secondary
Sullivan Garden Road,13.04000105,80.2678852,secondary
Veeraperumal Koil Street,13.039627518255676,80.26740819922112,residential
Balakrishna Road,13.041334299999997,80.2689279,residential
Thiruvika Salai,13.041123745312218,80.26825518675062,secondary
Brindavan Street,13.041887899999999,80.2687233,residential
Thiruvika Salai,13.041615649644838,80.26826377773773,secondary
Royapettah High Road,13.051568565192229,80.26397367469691,secondary
Pilot Lane,13.050896405167283,80.2633887129185,living_street
Kasim Street,13.05272315,80.2645023,residential
Royapettah High Road,13.052624900000001,80.2638423,secondary
Woods Road,13.061228284262091,80.26502313765857,residential
General Patters Road,13.061786674932396,80.26593301756395,secondary
Burrah Sahib Street,13.06272495,80.2671508,residential
General Patters Road,13.062855299999999,80.26716400000001,secondary
Bharathi Salai,13.05829805,80.26543725,tertiary
General Patters Road,13.05969808904617,80.2654588023097,secondary
Bharathi Salai,13.058559,80.2683823,tertiary
Bharathi Salai,13.058620711955367,80.26909145601952,tertiary
"['Thalayari Street', 'Perumal Mudali Street']",13.057836174701022,80.2679717723938,residential
Bharathi Salai,13.05890905,80.27056984999999,tertiary
Bharathi Salai,13.058737050000001,80.2699469,tertiary
Bharathi Salai,13.059194300000001,80.271304,tertiary
Bharathi Salai,13.059080650000002,80.2710721,tertiary
Bharathi Salai,13.05927125,80.27148525,tertiary
Bharathi Salai,13.059194300000001,80.271304,tertiary
Fakir Sahib Street,13.05936815,80.2714475,residential
Veera Raghava Mudali Street,13.058495350000001,80.27569095,residential
Bharathi Salai,13.0586103,80.27602905,tertiary
Bharathi Salai,13.0587305,80.2753956,tertiary
Veeraraghava Street (Big St),13.059206114572056,80.2757342084901,residential
Bharathi Salai,13.0584498,80.2765243,tertiary
Bharathi Salai,13.0586103,80.27602905,tertiary
Anna Salai (Mount Road),13.055153603214602,80.25473669759953,primary
Aziz Muluk 4th Street,13.055093677160166,80.25421806677879,residential
Peters Road,13.053429099999999,80.26908655,secondary
Bakshi Ali Street,13.054426440375634,80.26904802552295,residential
Peters Road,13.053461827960923,80.26866757326793,secondary
Peters Road,13.05323925,80.2713411,secondary
Peters Road,13.053261,80.27116620000002,secondary
Gazatte Begum Street,13.0534424,80.27229435000001,living_street
Peters Road,13.053077300000002,80.27228215,secondary
Peters Road,13.05310585,80.27211445,secondary
Peters Road,13.052819900000001,80.27355865000001,secondary
Triplicane High Road,13.052941931632539,80.2737213552551,secondary
Besant Road,13.052553672680812,80.27441972116627,secondary
Dr Natesan Road,13.05250301963884,80.27385423708493,secondary
Besant Road,13.0521694,80.2755365,secondary
Besant Road,13.052282799999999,80.2752462,secondary
Irusappa Gramani Street,13.051803750000001,80.27524439999999,tertiary
Gajapathy Lala Street,13.051783938073905,80.27572011098259,residential
T. P. Koil Street,13.052631123031407,80.27551166287537,residential
Besant Road,13.050543349999998,80.27999985,secondary
Besant Road,13.050560574467191,80.27973204623355,secondary
Kamarajar Salai,13.0504243,80.28074765,primary
Besant Road,13.05019422770242,80.28047454799247,secondary
Besant Road,13.0507411,80.28073265,secondary
TTK Road,13.04508283065959,80.25985521411106,secondary
Dewan Sahib Garden Street,13.04761255,80.2610353,residential
TTK Road,13.04737515,80.2611118,secondary
TTK Road,13.047895449999999,80.26143429999999,secondary
TTK Road,13.047895449999999,80.26143429999999,secondary
Goudia Mutt Road,13.048517320233888,80.2617612012422,secondary
Avvai Shanmugam Salai,13.04808739973734,80.26267102875104,secondary
Avvai Shanmugam Salai,13.048397787292132,80.26097882318616,secondary
Goudia Mutt Road,13.0504505,80.2623691,secondary
Thandavarayan Street,13.050195697754964,80.26209702946163,residential
Goudia Mutt Road,13.05088425,80.26256515,secondary
Goudia Mutt Road,13.0510722,80.26272055,secondary
Pilot Lane,13.050896405167284,80.2633887129185,living_street
Ganapathy Colony 1st Street,13.051064406851458,80.26246240114713,residential
Royapettah High Road,13.05232795862036,80.26378664715469,secondary
Avvai Shanmugam Salai,13.0462357,80.2801985,tertiary
Kamarajar Salai,13.047174250000001,80.2802687,primary
Avvai Shanmugam Salai,13.04632842209413,80.27941973090905,tertiary
2nd Street,13.0496612,80.256516,residential
Avvai Shanmugam Salai,13.05008935,80.25664495000001,tertiary
Avvai Shanmugam Salai,13.050139399999999,80.25656244999999,tertiary
Ramaswamy Street,13.048537003571907,80.25853664740671,residential
Avvai Shanmugam Salai,13.049064032445704,80.25888424574754,secondary
Avvai Shanmugam Salai,13.049198321935728,80.25843697382626,secondary
Dr Natesan Road,13.0470184,80.2745831,secondary
Avvai Shanmugam Salai,13.0469134,80.27476300000001,tertiary
Avvai Shanmugam Salai,13.046984349999999,80.27428865,tertiary
Dr Natesan Road,13.046704305095668,80.27454556226382,secondary
Foreshore Estate Link,13.022953634081214,80.2782680853354,tertiary
Foreshore Estate Link,13.022329195417624,80.27751361182253,tertiary
10th Street,13.02932605,80.2438904,residential
Pasumpon Muthuramalingar Thevar Salai (Chamiers Road),13.029740209634943,80.2430300571511,secondary
RA Puram 2nd Main Road,13.0271469,80.25424125,secondary
RA Puram 2nd Main Road,13.027138350094752,80.25395813633178,secondary
RA Puram 2nd Main Road,13.027094850000001,80.25629085,secondary
RA Puram 3rd Cross Street,13.0264554,80.2570041,tertiary
RA Puram 2nd Main Road,13.027097754414857,80.2568921652363,secondary
RA Puram 2nd Main Road,13.02707805,80.2589087,secondary
Canal Bank Road,13.027469050000002,80.26008459999998,residential
"['RA Puram 2nd Main Road', 'Venkatakrishna Road']",13.027038010174346,80.2602584101161,secondary
Canal Bank Road,13.026730881561383,80.25981209431365,residential
Venkatakrishna Road,13.0268975,80.26111405,secondary
Sringeri Mutt Road,13.027378638703018,80.2606571495759,tertiary
Sringeri Mutt Road,13.026202293202616,80.26021440611714,tertiary
"['RA Puram 2nd Main Road', 'Venkatakrishna Road']",13.027038010174346,80.2602584101161,secondary
Venkatakrishna Road,13.0268177,80.2618339,secondary
Venkatakrishna Road,13.0268975,80.26111405,secondary
2nd Main Road,13.026332212205812,80.26147749153982,residential
Jeth Nagar Main Road,13.027235878136679,80.26174891277894,residential
Devanathan Street,13.0270078,80.26344935,secondary
Venkatakrishna Road,13.026671,80.26290230000001,secondary
Norton Road,13.024745080823582,80.26745560053644,residential
Norton Road,13.025514134132807,80.26793625405396,residential
South Canal Bank Road,13.025081057660483,80.2682026292248,tertiary
South Canal Bank Road,13.025289306073809,80.26746657096336,tertiary
St. Mary's Road,13.02941965,80.263936,secondary
St. Mary's Road,13.02938835,80.2641806,secondary
St. Mary's Road,13.029273359498086,80.26601970132675,secondary
Shivaraman Street,13.028221442959698,80.26546739501028,"['living_street', 'residential']"
Moore Road,13.066444821681886,80.25380012706826,residential
Ethiraj Salai,13.067379650000001,80.25481475000001,secondary
Ethiraj Salai,13.0672803,80.25490145,secondary
"['College Bridge', 'Pantheon Road']",13.067091342568828,80.25456652869399,secondary
Arunachalam Street,13.07590205,80.267678,secondary
Arunachalam Street,13.076107,80.26678789999998,secondary
Swami Naicken Street,13.07553725,80.27028795,residential
Arunachalam Street,13.07517355,80.27046865,secondary
Arunachalam Street,13.0752982,80.26996285,secondary
Deputy Mayor Kabalamurthy Road,13.072020805911661,80.27416946100973,secondary
Deputy Mayor Kabalamurthy Road,13.0724009539098,80.27387770993273,secondary
Theradi Street,12.9854467,80.2234945,residential
"['East Mada Street', 'Theradi Street']",12.98536379139369,80.22402461632213,residential
Velachery Main Road,12.9760408,80.22136805,secondary
Taramani Link Road,12.976540158332547,80.22204776635223,primary
Velachery Main Road,12.976548376289099,80.22122669411695,secondary
Anna Flyover,13.050573868602577,80.25001320049763,primary
Habibullah Road,13.04847925,80.24568550000001,residential
Habibullah Road,13.0482416,80.2458862,residential
Gopathi Narayanaswami Road,13.048455313397323,80.24606504656806,secondary
Maharajapuram Santhanam Salai,13.04266895,80.23233379999999,residential
Maharajapuram Santhanam Salai,13.0427774,80.2314605,residential
North Usman Road,13.043057325544694,80.23227119035488,tertiary
Bazullah Road,13.047378649999999,80.23334905,secondary
Bazullah Road,13.0474244,80.23302095,tertiary
North Usman Road,13.04700455,80.23298754999999,secondary
Corporation School Road,13.057382408907785,80.23749324836497,residential
Pushpa Nagar Main Road,13.05810025603871,80.23763982997485,residential
Mahalingapuram Main Road,13.057952637258186,80.23715825473343,secondary
Mahalakshmi 1st Cross Road,13.0594451,80.2375677,living_street
Mahalingapuram Main Road,13.0593145,80.2373709,secondary
Rajaji 2nd Street,13.060052050000001,80.23763550000001,residential
Mahalingapuram Main Road,13.059800849999998,80.2374396,secondary
Nelson Manickam Road,13.066617812219464,80.230742560245,secondary
Choolaimedu High Road,13.0662133549695,80.23129508408287,tertiary
Nelson Manickam Road,13.06717287404829,80.22779074434473,secondary
Vada Agaram Road,13.06814425,80.2265414,tertiary
Nelson Manickam Road,13.0682937,80.22628805,secondary
Vada Agaram Road,13.067478800500584,80.22598313720799,tertiary
Turnbulls Road,13.02953835,80.24576160000001,tertiary
Pasumpon Muthuramalingar Thevar Salai,13.02955725,80.24570745,secondary
