name,latitude,longitude,road_type,status
"['Bishop Wallers Avenue West', 'Bishop Wallers Avenue North']",13.044294606143596,80.26038965995042,residential,Safe
Maharani Chinamma Road,13.039133350662798,80.25244309557287,residential,Safe
Maharaja Surya Road,13.039461025378545,80.25354085957962,residential,Safe
TTK Road,13.0388757,80.25719335,secondary,Safe
Maharaja Surya Road,13.038873108120686,80.25708562554684,residential,Safe
Eldams Road,13.03869615,80.25204289999999,secondary,Safe
Eldams Road,13.03861375,80.25259754999999,secondary,Safe
H.D. Raja Street,13.038138958013826,80.25212357134848,residential,Safe
Maharani Chinamma Road,13.039133350662798,80.25244309557287,residential,Safe
Poes Main Road,13.0402438,80.2504412,residential,Safe
1st Street,13.040142998994437,80.25114821399286,residential,Safe
Poes Main Road,13.039843326129208,80.25041650262337,residential,Safe
Raja Krishna Road,13.0398158,80.25178305,residential,Safe
1st Street,13.040142998994437,80.25114821399286,residential,Safe
Poes Road,13.040439223179431,80.25197548065083,residential,Safe
Varadarajapuram Main Road,13.04149495,80.2521984,residential,Safe
Poes Road,13.04168815,80.2519567,residential,Safe
Poes Road,13.041149648471494,80.25197920490605,residential,Safe
3rd Street,13.041458100421512,80.25147813512432,residential,Safe
Maharaja Surya Road,13.03926975,80.25481644999999,residential,Safe
2nd Street,13.039726,80.25463644999999,residential,Safe
Maharaja Surya Road,13.039461025378545,80.25354085957962,residential,Safe
Poes Main Road,13.0392859,80.25033529999999,residential,Safe
Eldams Road,13.039007112049056,80.24995386634586,secondary,Safe
Raja Krishna Road,13.0391267,80.2516408,residential,Safe
Eldams Road,13.03875855,80.25164325,secondary,Safe
Eldams Road,13.03877755,80.2514723,secondary,Safe
Sriman Srinivasan Road,13.041114300000002,80.25504169999999,residential,Safe
2nd Street,13.040643,80.25478465,residential,Safe
Varadarajapuram Main Road,13.041425560519672,80.25397358125467,residential,Safe
Ambujammal Street,13.04022245,80.2570497,residential,Safe
TTK Road,13.04047271220144,80.25815223602746,secondary,Safe
Poes Main Road,13.0402438,80.2504412,residential,Safe
Poes Main Road,13.0405791,80.2504357,residential,Safe
Elango Salai,13.04040219214244,80.24995881821187,residential,Safe
Jayammal Road,13.04042753672476,80.24816121226685,residential,Safe
Anna Salai (Mount Road),13.03997863248255,80.24715437285268,primary,Safe
Raja Krishna Road,13.0391267,80.2516408,residential,Safe
Raja Krishna Road,13.0398158,80.25178305,residential,Safe
Venkatarathinam Street,13.03954905,80.2510495,residential,Safe
2nd Street,13.04077285,80.25120835,residential,Safe
Poes Main Road,13.0405791,80.2504357,residential,Safe
"['MA Garden', 'Poes Main Road']",13.041110029503985,80.25026777647416,residential,Safe
2nd Street,13.04077285,80.25120835,residential,Safe
Poes Road,13.041149648471494,80.25197920490605,residential,Safe
Poes Road,13.040439223179431,80.25197548065083,residential,Safe
Thiruvalluvar Salai,13.03800215,80.25125875000002,tertiary,Safe
Eldams Road,13.03883985,80.25100485,secondary,Safe
Eldams Road,13.03877755,80.2514723,secondary,Safe
CV Raman Road,13.034829258473518,80.2574400503609,tertiary,Safe
CP Ramaswamy Road,13.034492595816989,80.25703351088997,secondary,Safe
CV Raman Road,13.03505155,80.2546549,secondary,Safe
Kavingar Barathidasan Road,13.0351078,80.25398670000001,secondary,Safe
Rangoon Street,13.0356141,80.245774,residential,Safe
Anna Salai (Mount Road),13.036355656128556,80.24615583920976,primary,Safe
Seethammal Road,13.03674537175596,80.25353945644525,residential,Safe
"['Seethammal Road', 'T T Krishnamachari Road']",13.037016151614278,80.2553381362303,"['residential', 'secondary']",Safe
Greenways Road,13.0186486,80.25966735,tertiary,Safe
Greenways Road,13.01866715,80.26037529999999,tertiary,Safe
Kamarajar Salai,13.019417288755491,80.25978901273577,tertiary,Safe
Kamarajar Salai,13.0228497,80.25899390000001,tertiary,Safe
Kamarajar Salai,13.0219752,80.25932259999999,tertiary,Safe
Park View Street,13.0222414,80.2587977,residential,Safe
Srinivasa Road,13.02227435,80.2595372,tertiary,Safe
RA Puram 1st Main Road,13.02808585,80.25512035,residential,Safe
RA Puram 1st Main Road,13.028000250000002,80.25714185,residential,Safe
CP Ramaswamy Road,13.027560218812347,80.25645121517583,secondary,Safe
Abhiramapuram 3rd Street,13.03149735,80.2572309,residential,Safe
CP Ramaswamy Road,13.03121055,80.2566818,secondary,Safe
Abhiramapuram 3rd Street,13.031581194416413,80.25590503152688,residential,Safe
Rajasekaran Street,13.0445285,80.27197145,residential,Safe
Dr Radhakrishnan Salai,13.043818850000005,80.27255109999999,primary,Safe
Dr Radhakrishnan Salai,13.043320053907172,80.27540265310105,primary,Safe
Kalaingar Karunanidhi Salai,12.8976292,80.24743975,primary,Safe
East Coast Road,12.89740025,80.2474253,primary,Safe
Shyamala Garden,12.90093250468665,80.25097040069357,residential,Safe
East Coast Road,12.900350522648802,80.24834796447824,primary,Safe
Bharathi Avenue,12.9099316,80.25061195,residential,Safe
East Coast Road,12.909110519116483,80.24996525454554,primary,Safe
East Coast Road,12.913192101590107,80.25027939624057,primary,Safe
Dr Nanjunda Rao Road,12.919685709052342,80.2514925341495,residential,Safe
East Coast Road,12.919376409425588,80.25102008463956,primary,Safe
Dr Nanjunda Rao Road,12.919741809848682,80.25110705347986,residential,Safe
Anna Salai,12.96164785,80.2562471,residential,Safe
East Coast Road,12.962068638998366,80.25628805458847,primary,Safe
Vembuli amman kovil street,12.961746885265558,80.25551923186748,residential,Safe
Burial Ground Road,12.96667795,80.257331,residential,Safe
East Coast Road,12.966460349492133,80.25697030284,primary,Safe
Sengaeni Amman Koil St,12.868744649999998,80.2427989,residential,Safe
East Coast Road,12.869082735672984,80.24349477583478,primary,Safe
East Coast Road,12.924005048973468,80.25117876335007,primary,Safe
VOC street,12.920593879989736,80.25205069602993,residential,Safe
East Coast Road,12.920259870762472,80.25132824324488,primary,Safe
Dr. Seshadhri Avenue,12.907940607193853,80.25190600670543,residential,Safe
East Coast Road,12.90687249819944,80.24955380806152,primary,Safe
East Coast Road,12.9052268,80.24920359999999,primary,Safe
Rajiv Avenue,12.90519999226202,80.25197364910102,residential,Safe
East Coast Road,12.9040119305493,80.24902098957529,primary,Safe
RBI Subway,13.085216345509142,80.28931513027726,primary,Safe
Santhome High Road,13.03650907721003,80.27803683327387,primary,Safe
Rosary Church Road,13.03353269159252,80.27690251582696,secondary,Safe
Santhome High Road,13.032935677535349,80.27748848335774,primary,Safe
Santhome High Road,13.034379346687151,80.27753811679064,primary,Safe
Santhome High Road,13.0319447,80.27755844999999,primary,Safe
Santhome High Road,13.03222361239226,80.27752840989191,primary,Safe
Lein Perira Street,13.03015605,80.27713130000001,residential,Safe
Santhome High Road,13.03013065,80.27684454999999,primary,Safe
Santhome High Road,13.0303398,80.27692625,primary,Safe
Santhome High Road,13.029588900000002,80.27668335,primary,Safe
Santhome High Road,13.02985755,80.27675970000001,primary,Safe
Santhome High Road,13.0290761,80.27652495,primary,Safe
Madha Church Road,13.028556146936516,80.27672225623292,residential,Safe
Madha Church Road,13.028704876590147,80.2761448507052,tertiary,Safe
Santhome High Road,13.028157890275502,80.27624681977906,primary,Safe
South Leith Castle Street,13.02639955,80.276235,residential,Safe
Santhome High Road,13.026273634164468,80.27539275832632,primary,Safe
Saint Lazarus Church Road,13.0258675,80.27514535,residential,Safe
"['Palina Street', 'Saint Lazarus Church Road']",13.025703041609086,80.27553694205176,residential,Safe
Santhome High Road,13.025279970947604,80.2749411267237,primary,Safe
Santhome High Road,13.0240021,80.27393295,primary,Safe
South Canal Bank Road,13.0240507,80.2739221,tertiary,Safe
Loop Road,13.023893788861994,80.27423285838675,tertiary,Safe
DGS Dhinakaran Road,13.01862562327175,80.26633340567994,primary,Safe
Inner Ring Road,13.032003336158663,80.21098653130997,primary,Safe
Jawaharlal Nehru Road (100 Feet Road),13.06946872861059,80.20534785633022,primary,Safe
Jawaharlal Nehru Road (100 Feet Road),13.072453078375556,80.20177512490206,primary,Safe
Sardar Patel Road,13.008550715529058,80.23183858066908,primary,Safe
West Canal Bank Road,13.008446395902068,80.24770696300321,residential,Safe
Sardar Patel Road,13.00676813841321,80.2480007801154,primary,Safe
Rajiv Gandhi IT Expressway,12.9878472,80.25132265000002,primary,Safe
Wheatcrofts Road,13.06474995,80.2433608,residential,Safe
McNichols Road,13.065265400076523,80.24353534487412,primary,Safe
McNichols Road,13.0639733,80.24351605,primary,Safe
Valluvar Kottam High Road,13.06131195,80.2431393,secondary,Safe
New Street,13.06121695,80.24349915,residential,Safe
Valluvar Kottam High Road,13.0597607,80.242584,secondary,Safe
Noor Veeraswamy Street,13.059420929431164,80.24302921602586,residential,Safe
Krishna Street,13.0576966,80.2421135,residential,Safe
Krishna Street,13.05784475,80.2427882,residential,Safe
Valluvar Kottam High Road,13.0582105,80.24268860000001,secondary,Safe
2nd Cross Street,13.0401941,80.25429205,residential,Safe
2nd Street,13.039726,80.25463644999999,residential,Safe
2nd Street,13.040643,80.25478465,residential,Safe
2nd Cross Street,13.04026575,80.25366735,residential,Safe
Maharaja Surya Road,13.0390022,80.2564683,residential,Safe
Sheshadri Road,13.039423150000005,80.25598645,residential,Safe
Maharaja Surya Road,13.039167200000003,80.25549964999999,residential,Safe
Kasturi Rangan Lane,13.0421475,80.25706220000001,residential,Safe
Kasturi Rangan Road,13.04272465,80.2564284,residential,Safe
Kasturi Estate 1st Street,13.0423143579121,80.25533332380083,residential,Safe
Kasturi Rangan Road,13.041599298189132,80.25632311471169,residential,Safe
Kasturi Rangan Road,13.0432655,80.25616425000001,residential,Safe
Kasturi Rangan Road,13.04272465,80.2564284,residential,Safe
JJ Road,13.04319083613117,80.25737004892792,residential,Safe
Kasturi Rangan Road,13.043891283155148,80.25642131951575,residential,Safe
Sriman Srinivasan Road,13.04107525,80.25547205000001,residential,Safe
Sriman Srinivasan Road,13.0410843,80.25529795,residential,Safe
1st Street,13.04015675,80.2552209,residential,Safe
1st Street,13.04015675,80.2552209,residential,Safe
Maharaja Surya Road,13.03926975,80.25481644999999,residential,Safe
Maharaja Surya Road,13.039167200000003,80.25549964999999,residential,Safe
Sheshadri Road,13.04005355,80.25609134999999,residential,Safe
Sheshadri Road,13.039423150000005,80.25598645,residential,Safe
Bashyam Basheer Ahmed Street,13.0396115,80.25683665,residential,Safe
Bashyam Basheer Ahmed Street,13.0396115,80.25683665,residential,Safe
TTK Road,13.0397804,80.257795,secondary,Safe
Sheshadri Road,13.0406851,80.25619645,residential,Safe
Sheshadri Road,13.04005355,80.25609134999999,residential,Safe
Ambujammal Street,13.04022245,80.2570497,residential,Safe
Venkatarathinam Street,13.03954905,80.2510495,residential,Safe
Poes Main Road,13.0392859,80.25033529999999,residential,Safe
Poes Main Road,13.039843326129208,80.25041650262337,residential,Safe
Kavingar Bharathidasan Road,13.0353252,80.25029225,secondary,Safe
Kavingar Bharathidasan Road,13.0352872,80.25109560000001,secondary,Safe
Thiruvalluvar Salai,13.03501955,80.2507357,tertiary,Safe
Thiruvalluvar Salai,13.035659991478536,80.25084206145958,tertiary,Safe
Piliyar Koil Street,13.039275750000002,80.24942985000001,residential,Safe
Eldams Road,13.0390968,80.24924630000001,secondary,Safe
Nattumuthu Street,13.0394822,80.24932369999999,residential,Safe
Piliyar Koil Street,13.039275750000002,80.24942985000001,residential,Safe
Piliyar Koil Street,13.039935512311,80.24947236323254,residential,Safe
Jayammal Road,13.040397500000005,80.24927405,residential,Safe
Elango Salai,13.04040219214244,80.24995881821187,residential,Safe
Piliyar Koil Street,13.039935512311,80.24947236323254,residential,Safe
Eldams Road,13.03942635,80.2472817,secondary,Safe
Nattumuthu Street,13.03953988308118,80.2483008190184,residential,Safe
Beerkaran Street,13.0496154,80.25277045,residential,Safe
Cathedral Road,13.050809454878353,80.25216983574234,primary,Safe
Bishop Wallers East Av,13.044071448871762,80.26138765500994,residential,Safe
Sivaswamy Salai,13.0446296,80.26356485,tertiary,Safe
"['P. S. Sivasamy Street', 'Radhakrishnan Salai 6th Street']",13.045274300230954,80.26398267094571,residential,Safe
Dr Radhakrishnan Salai,13.044656377895498,80.26429111501317,primary,Safe
Cathedral Road,13.04624885,80.25603015,primary,Safe
Kasturi Rangan Road,13.04614495,80.2564711,residential,Safe
Kasturi Rangan Road,13.04531022680003,80.25636066663333,residential,Safe
Wallace Garden 2nd Street,13.0607123,80.24801740000001,residential,Safe
Jagannathan Road,13.06184895,80.2454406,residential,Safe
"['Uttamar Gandhi Salai (Nungambakkam High Road)', 'Uttamar Gandhi Salai']",13.061732770295094,80.24629520686076,primary,Safe
Haddows Road,13.067796870313474,80.24786889974652,primary,Safe
College Road,13.06765023298142,80.249820808322,secondary,Safe
Subba Rao Avenue,13.066553006363677,80.24443501657173,residential,Safe
College Road,13.06710617207198,80.24616818307426,primary,Safe
College Road,13.06733505,80.25204335000001,secondary,Safe
Anderson Road,13.0630557,80.25438645,residential,Safe
Greams Road,13.062640325469118,80.25441887389496,tertiary,Safe
Greams Road,13.06131235,80.25451165,tertiary,Safe
Greams Lane,13.0616077,80.25450144999999,residential,Safe
Sardar Patel Road,13.0067732,80.24751015,primary,Safe
Rajiv Gandhi Salai,13.0067105028403,80.24739972827722,primary,Safe
Kasturibai Nagar 3rd Cross Street,13.006725449999998,80.25164345,tertiary,Safe
Sardar Patel Road,13.006674249397404,80.25211718724479,primary,Safe
2nd Cross Street,13.0066597,80.2544157,residential,Safe
Sardar Patel Road,13.006625084504403,80.25511843340465,primary,Safe
Sardar Patel Road,13.0067089,80.25738575,primary,Safe
Durgabai Deshmukh Road,13.008753877014604,80.25902551973373,primary,Safe
Greenways Road,13.018704199999998,80.2611679,tertiary,Safe
Durgabai Deshmukh Road,13.018819103803354,80.2613825954394,primary,Safe
1st Link Street,13.039422622132808,80.26020570312849,residential,Safe
Musiri Subramanium Road,13.039105493922891,80.26080760666157,secondary,Safe
Musiri Subramanium Road,13.039764311277896,80.26397564500182,secondary,Safe
Karpagambal Nagar Road,13.040523205285012,80.2646118691394,secondary,Safe
Veeraperumal Koil Street,13.039978119737452,80.26478976861013,residential,Safe
Musiri Subramanium Road,13.0376225,80.2643793,secondary,Safe
Luz Church Road,13.037599549999998,80.26433825000001,secondary,Safe
Luz Church Road,13.0382939,80.25949075,secondary,Safe
Luz 1st Street,13.0380601,80.26056879999999,residential,Safe
Luz Church Road,13.03794295,80.26022309999999,secondary,Safe
d'Silva Road,13.037313102045443,80.26035494805407,tertiary,Safe
Luz Church Road,13.03762125,80.2640465,secondary,Safe
Luz Church Road,13.03762695,80.26421024999999,secondary,Safe
Luz Church Lane,13.037873443997965,80.26368063565036,residential,Safe
"['Kutchery Road', 'Sullivan Garden Road']",13.03684548078827,80.26776421194425,secondary,Safe
Kutchery Road,13.035317588550509,80.27038437132202,secondary,Safe
Kutchery Road,13.03577096176977,80.26975843248084,secondary,Safe
Mathala Narayanan Street,13.03463325,80.27147015,residential,Safe
Kutchery Road,13.03490601382165,80.27108697198224,secondary,Safe
Durgabai Deshmukh Road,13.019339189470983,80.26184254659152,primary,Safe
RK Mutt Road,13.02052165,80.2627562,secondary,Safe
Kuttigramani Street,13.020423048758072,80.26214177730945,residential,Safe
Broadie's Castle Road,13.020324424025732,80.26285330985625,primary,Safe
Thiruvengadam Street,13.0241928,80.26413615,residential,Safe
RK Mutt Road,13.024516401473086,80.26469081157487,secondary,Safe
Venkatakrishna Iyer Road,13.026325144619426,80.26559752608595,secondary,Safe
RK Mutt Road,13.02605090891966,80.26585255517752,secondary,Safe
RK Mutt Road,13.0291534,80.2665297,secondary,Safe
Mandaveli Road,13.0292184,80.2665238,tertiary,Safe
Mandaveli Road,13.02923775,80.2667041,tertiary,Safe
Vedanta Desikar Street,13.03511395,80.26877429999999,residential,Safe
Ramkrishna Mutt Road,13.034904606756417,80.26802349012574,secondary,Safe
Sullivan Garden Road,13.04000105,80.2678852,secondary,Safe
Veeraperumal Koil Street,13.039627518255676,80.26740819922112,residential,Safe
Balakrishna Road,13.041334299999995,80.2689279,residential,Safe
Thiruvika Salai,13.041123745312218,80.26825518675062,secondary,Safe
Brindavan Street,13.0418879,80.2687233,residential,Safe
Thiruvika Salai,13.041615649644838,80.26826377773773,secondary,Safe
Royapettah High Road,13.051568565192229,80.26397367469691,secondary,Safe
Pilot Lane,13.050896405167284,80.2633887129185,living_street,Safe
Kasim Street,13.05272315,80.2645023,residential,Safe
Royapettah High Road,13.0526249,80.2638423,secondary,Safe
Woods Road,13.061228284262093,80.26502313765857,residential,Safe
General Patters Road,13.061786674932396,80.26593301756395,secondary,Safe
Burrah Sahib Street,13.06272495,80.2671508,residential,Safe
General Patters Road,13.0628553,80.26716400000001,secondary,Safe
Bharathi Salai,13.05829805,80.26543725,tertiary,Safe
General Patters Road,13.05969808904617,80.2654588023097,secondary,Safe
Bharathi Salai,13.058559,80.2683823,tertiary,Safe
Bharathi Salai,13.058620711955369,80.26909145601952,tertiary,Safe
"['Thalayari Street', 'Perumal Mudali Street']",13.057836174701022,80.2679717723938,residential,Safe
Bharathi Salai,13.05890905,80.27056984999999,tertiary,Safe
Bharathi Salai,13.05873705,80.2699469,tertiary,Safe
Bharathi Salai,13.0591943,80.271304,tertiary,Safe
Bharathi Salai,13.059080650000002,80.2710721,tertiary,Safe
Bharathi Salai,13.05927125,80.27148525,tertiary,Safe
Bharathi Salai,13.0591943,80.271304,tertiary,Safe
Fakir Sahib Street,13.05936815,80.2714475,residential,Safe
Veera Raghava Mudali Street,13.05849535,80.27569095,residential,Safe
Bharathi Salai,13.0586103,80.27602905,tertiary,Safe
Bharathi Salai,13.0587305,80.2753956,tertiary,Safe
Veeraraghava Street (Big St),13.059206114572056,80.2757342084901,residential,Safe
Bharathi Salai,13.0584498,80.2765243,tertiary,Safe
Bharathi Salai,13.0586103,80.27602905,tertiary,Safe
Anna Salai (Mount Road),13.055153603214602,80.25473669759953,primary,Safe
Aziz Muluk 4th Street,13.055093677160166,80.25421806677879,residential,Safe
Peters Road,13.0534291,80.26908655,secondary,Safe
Bakshi Ali Street,13.054426440375634,80.26904802552295,residential,Safe
Peters Road,13.053461827960923,80.26866757326793,secondary,Safe
Peters Road,13.05323925,80.2713411,secondary,Safe
Peters Road,13.053261,80.27116620000002,secondary,Safe
Gazatte Begum Street,13.0534424,80.27229435000001,living_street,Safe
Peters Road,13.053077300000002,80.27228215,secondary,Safe
Peters Road,13.05310585,80.27211445,secondary,Safe
Peters Road,13.0528199,80.27355865000001,secondary,Safe
Triplicane High Road,13.05294193163254,80.2737213552551,secondary,Safe
Besant Road,13.052553672680812,80.27441972116627,secondary,Safe
Dr Natesan Road,13.05250301963884,80.27385423708493,secondary,Safe
Besant Road,13.0521694,80.2755365,secondary,Safe
Besant Road,13.0522828,80.2752462,secondary,Safe
Irusappa Gramani Street,13.05180375,80.27524439999999,tertiary,Safe
Gajapathy Lala Street,13.051783938073903,80.27572011098259,residential,Safe
T. P. Koil Street,13.052631123031407,80.27551166287537,residential,Safe
Besant Road,13.050543349999998,80.27999985,secondary,Blocked
Besant Road,13.050560574467193,80.27973204623355,secondary,Blocked
Kamarajar Salai,13.0504243,80.28074765,primary,Blocked
Besant Road,13.05019422770242,80.28047454799247,secondary,Blocked
Besant Road,13.0507411,80.28073265,secondary,Blocked
TTK Road,13.04508283065959,80.25985521411106,secondary,Safe
Dewan Sahib Garden Street,13.04761255,80.2610353,residential,Safe
TTK Road,13.04737515,80.2611118,secondary,Safe
TTK Road,13.04789545,80.26143429999999,secondary,Safe
TTK Road,13.04789545,80.26143429999999,secondary,Safe
Goudia Mutt Road,13.048517320233888,80.2617612012422,secondary,Safe
Avvai Shanmugam Salai,13.04808739973734,80.26267102875104,secondary,Safe
Avvai Shanmugam Salai,13.048397787292132,80.26097882318616,secondary,Safe
Goudia Mutt Road,13.0504505,80.2623691,secondary,Safe
Thandavarayan Street,13.050195697754964,80.26209702946163,residential,Safe
Goudia Mutt Road,13.05088425,80.26256515,secondary,Safe
Goudia Mutt Road,13.0510722,80.26272055,secondary,Safe
Pilot Lane,13.050896405167284,80.2633887129185,living_street,Safe
Ganapathy Colony 1st Street,13.051064406851458,80.26246240114713,residential,Safe
Royapettah High Road,13.05232795862036,80.26378664715469,secondary,Safe
Avvai Shanmugam Salai,13.0462357,80.2801985,tertiary,Blocked
Kamarajar Salai,13.04717425,80.2802687,primary,Blocked
Avvai Shanmugam Salai,13.04632842209413,80.27941973090905,tertiary,Blocked
2nd Street,13.0496612,80.256516,residential,Safe
Avvai Shanmugam Salai,13.05008935,80.25664495000001,tertiary,Safe
Avvai Shanmugam Salai,13.0501394,80.25656244999999,tertiary,Safe
Ramaswamy Street,13.048537003571909,80.25853664740671,residential,Safe
Avvai Shanmugam Salai,13.049064032445704,80.25888424574754,secondary,Safe
Avvai Shanmugam Salai,13.049198321935728,80.25843697382626,secondary,Safe
Dr Natesan Road,13.0470184,80.2745831,secondary,Safe
Avvai Shanmugam Salai,13.0469134,80.27476300000001,tertiary,Safe
Avvai Shanmugam Salai,13.04698435,80.27428865,tertiary,Safe
Dr Natesan Road,13.046704305095668,80.27454556226382,secondary,Safe
Foreshore Estate Link,13.022953634081214,80.2782680853354,tertiary,Safe
Foreshore Estate Link,13.022329195417624,80.27751361182253,tertiary,Safe
10th Street,13.02932605,80.2438904,residential,Safe
Pasumpon Muthuramalingar Thevar Salai (Chamiers Road),13.029740209634944,80.2430300571511,secondary,Safe
RA Puram 2nd Main Road,13.0271469,80.25424125,secondary,Safe
RA Puram 2nd Main Road,13.027138350094752,80.25395813633178,secondary,Safe
RA Puram 2nd Main Road,13.02709485,80.25629085,secondary,Safe
RA Puram 3rd Cross Street,13.0264554,80.2570041,tertiary,Safe
RA Puram 2nd Main Road,13.027097754414855,80.2568921652363,secondary,Safe
RA Puram 2nd Main Road,13.02707805,80.2589087,secondary,Safe
Canal Bank Road,13.027469050000002,80.26008459999998,residential,Safe
"['RA Puram 2nd Main Road', 'Venkatakrishna Road']",13.027038010174346,80.2602584101161,secondary,Safe
Canal Bank Road,13.026730881561384,80.25981209431365,residential,Safe
Venkatakrishna Road,13.0268975,80.26111405,secondary,Safe
Sringeri Mutt Road,13.027378638703018,80.2606571495759,tertiary,Safe
Sringeri Mutt Road,13.026202293202616,80.26021440611714,tertiary,Safe
